OwnerId,OwnerName,OwnerContactInfo,OwnerEmail,VenId
391,Sylvester Ware,1-644-556-4514,integer.tincidunt@outlook.com,391
392,Palmer Vargas,1-760-674-8240,enim@protonmail.net,392
393,Kenneth Andrews,1-663-243-3820,sit.amet@google.ca,393
394,Amery Levine,1-800-841-7812,nibh@aol.ca,394
395,Dale Washington,1-229-661-5751,hendrerit@hotmail.edu,395
396,Colby Camacho,1-286-223-3571,velit.eget@outlook.com,396
397,Ursula Griffith,1-688-584-3014,lectus.sit.amet@google.ca,397
398,Anastasia Torres,1-334-818-0369,facilisis.magna@outlook.edu,398
399,Pamela Stevenson,1-541-441-5854,nunc.pulvinar@icloud.edu,399
400,Camilla Haynes,1-664-212-0546,aliquam.adipiscing@hotmail.org,400
