OwnerId,OwnerName,OwnerContactInfo,OwnerEmail,VenId
102301089,Alisa Hilldrup,269-172-4278,ahilldrupam@archive.org,383
031100490,Dionne Grunnill,184-213-8660,dgrunnillan@gravatar.com,384
053100559,Gilberta Loughead,743-800-7337,glougheadao@friendfeed.com,385
114921842,Thalia Karlolczak,481-781-5516,tkarlolczakap@ehow.com,386
102102013,Pattin Blakeden,346-338-1688,pblakedenaq@ask.com,387
051409210,Dex Hullah,767-604-2825,dhullahar@linkedin.com,388
042103460,Roseanna Andrieu,383-391-5040,randrieuas@gnu.org,389
113104000,Mischa Shelsher,758-487-8070,mshelsherat@yellowbook.com,390
111300932,Emera Brea,186-385-1559,ebreaau@slashdot.org,391
211370587,Cathee Yearby,896-705-7688,cyearbyav@shutterfly.com,392
123103606,Dalenna Callery,777-198-3252,dcalleryaw@xing.com,393
122400724,Emmit Southward,608-782-9617,esouthwardax@google.nl,394
021207044,Lani Blasgen,851-855-5059,lblasgenay@weather.com,395
092101085,Trefor Brimblecombe,774-478-0622,tbrimblecombeaz@mozilla.com,396
062201164,Saul Sysland,666-577-9559,ssyslandb0@samsung.com,397
111323951,Isabel Pennycook,632-534-6303,ipennycookb1@naver.com,398
021201943,Florina Headingham,171-965-9156,fheadinghamb2@w3.org,399
321270742,Tirrell Ferryman,603-384-2958,tferrymanb3@newsvine.com,400
